time_s,wear_index,profile,run_id,measured_rpm,measured_manifold_pressure_kpa,measured_intake_temperature_c,measured_fuel_flow_kg_s,measured_torque_nm,measured_power_kw,measured_cht_cylinder_1_c,measured_cht_cylinder_2_c,measured_cht_cylinder_3_c,measured_cht_cylinder_4_c,measured_egt_cylinder_1_c,measured_egt_cylinder_2_c,measured_egt_cylinder_3_c,measured_egt_cylinder_4_c,measured_oil_temperature_c,measured_oil_pressure_psi,measured_oil_flow_l_min,measured_battery_voltage_v,measured_battery_current_a,measured_battery_soc,measured_vibration_rms,measured_vibration_peak,measured_vibration_0_5x,measured_vibration_1x,measured_vibration_2x,rul_seconds
0.9900000000000007,0.046936975996116626,HARSH,run_084,4150.0,89.48,-0.2,0.0,97.2,42.11,51.0,50.800000000000004,50.800000000000004,52.2,73.2,73.5,75.10000000000001,74.10000000000001,51.2,89.10000000000001,0.12,24.11,3.0300000000000002,1.0,0.16,0.352,0.024,0.097,0.025,48.66999999999869
1.9900000000000015,0.06050895590859559,HARSH,run_084,4829.0,89.59,-0.1,0.0,95.9,48.45,54.2,51.900000000000006,52.5,53.5,86.0,91.7,87.60000000000001,86.5,51.5,92.2,0.14,24.02,2.88,0.997,0.154,0.312,0.022,0.093,0.041,47.66999999999869
2.9899999999999802,0.07722655079066654,HARSH,run_084,5179.0,89.48,-0.4,1e-05,94.7,51.14,55.1,53.900000000000006,54.800000000000004,54.400000000000006,95.80000000000001,96.80000000000001,96.7,99.60000000000001,52.400000000000006,92.60000000000001,0.13,24.07,2.79,1.0,0.166,0.403,0.026000000000000002,0.105,0.041,46.66999999999871
3.989999999999959,0.09560850888059279,HARSH,run_084,5349.0,89.77,-1.3,0.0,94.30000000000001,52.34,55.0,57.300000000000004,56.7,56.1,99.2,98.60000000000001,99.7,98.2,54.900000000000006,93.5,0.28,24.1,3.04,1.0,0.151,0.323,0.027,0.116,0.011,45.66999999999873
4.989999999999938,0.11478627420107632,HARSH,run_084,5419.0,89.75,-0.5,2e-05,92.9,52.78,58.800000000000004,59.1,59.300000000000004,57.5,98.9,97.80000000000001,97.60000000000001,97.5,54.900000000000006,92.60000000000001,0.17,24.060000000000002,3.12,0.997,0.168,0.39,0.027,0.10300000000000001,0.041,44.66999999999875
5.989999999999917,0.1343271982660489,HARSH,run_084,5450.0,89.55,0.4,0.0,93.10000000000001,53.04,60.400000000000006,61.1,61.0,58.900000000000006,100.60000000000001,99.60000000000001,101.4,99.4,57.800000000000004,92.2,0.1,24.2,2.9,0.991,0.18,0.396,0.012,0.10400000000000001,0.06,43.66999999999877
6.989999999999895,0.15403041686661656,HARSH,run_084,5460.0,89.44,0.0,6.000000000000001e-05,93.7,53.19,59.900000000000006,61.300000000000004,61.900000000000006,61.0,100.9,101.30000000000001,98.30000000000001,99.80000000000001,57.900000000000006,92.2,0.23,24.060000000000002,2.83,0.997,0.19,0.387,0.029,0.114,0.066,42.669999999998794
7.989999999999874,0.17380549559109967,HARSH,run_084,5475.0,89.42,-0.30000000000000004,0.0,92.30000000000001,53.13,61.6,62.7,62.2,62.1,103.9,100.80000000000001,99.9,101.30000000000001,59.7,92.10000000000001,0.17,24.01,2.92,0.999,0.198,0.425,0.018000000000000002,0.112,0.061,41.669999999998815
8.989999999999853,0.19361226251622854,HARSH,run_084,5480.0,89.61,0.1,1e-05,92.2,53.03,63.1,63.800000000000004,63.800000000000004,62.800000000000004,104.80000000000001,99.60000000000001,101.4,101.30000000000001,59.300000000000004,91.60000000000001,0.15,24.09,2.99,0.997,0.211,0.454,0.019,0.115,0.063,40.669999999998836
9.989999999999831,0.21343297789574486,HARSH,run_084,5471.0,89.7,-0.1,0.0,92.7,53.15,66.3,64.0,66.3,64.8,101.10000000000001,103.10000000000001,99.80000000000001,100.30000000000001,61.300000000000004,91.4,0.21,24.01,2.87,0.998,0.187,0.424,0.02,0.108,0.04,39.66999999999886
10.98999999999981,0.23325982822532718,HARSH,run_084,5473.0,89.75,-0.30000000000000004,0.0,92.10000000000001,53.24,66.0,66.60000000000001,65.5,65.9,98.80000000000001,101.4,100.4,101.30000000000001,62.300000000000004,90.60000000000001,0.18,24.150000000000002,2.88,0.998,0.198,0.482,0.017,0.105,0.058,38.66999999999888
11.989999999999789,0.2530893759522232,HARSH,run_084,5461.0,89.52,0.1,7.000000000000001e-05,93.30000000000001,53.13,66.8,67.0,66.60000000000001,65.7,102.5,97.4,99.9,100.80000000000001,62.800000000000004,90.80000000000001,0.17,24.02,3.17,0.999,0.209,0.434,0.015,0.117,0.068,37.6699999999989
