time_s,wear_index,profile,run_id,measured_rpm,measured_manifold_pressure_kpa,measured_intake_temperature_c,measured_fuel_flow_kg_s,measured_torque_nm,measured_power_kw,measured_cht_cylinder_1_c,measured_cht_cylinder_2_c,measured_cht_cylinder_3_c,measured_cht_cylinder_4_c,measured_egt_cylinder_1_c,measured_egt_cylinder_2_c,measured_egt_cylinder_3_c,measured_egt_cylinder_4_c,measured_oil_temperature_c,measured_oil_pressure_psi,measured_oil_flow_l_min,measured_battery_voltage_v,measured_battery_current_a,measured_battery_soc,measured_vibration_rms,measured_vibration_peak,measured_vibration_0_5x,measured_vibration_1x,measured_vibration_2x,rul_seconds
0.9900000000000007,0.045640417800606806,NOMINAL,run_033,3736.0,60.19,-0.2,8e-05,65.3,25.740000000000002,50.1,50.900000000000006,49.900000000000006,50.0,58.2,56.800000000000004,57.1,55.800000000000004,49.2,88.0,0.07,25.16,-0.13,1.0,0.162,0.356,0.026000000000000002,0.092,0.042,65.22999999999698
1.9900000000000015,0.05497513434458033,NOMINAL,run_033,4261.0,60.11,-0.5,6.000000000000001e-05,65.8,29.34,49.6,48.800000000000004,50.1,51.0,66.3,63.5,64.60000000000001,62.2,50.0,90.60000000000001,0.12,25.150000000000002,-0.2,0.999,0.178,0.397,0.018000000000000002,0.10300000000000001,0.069,64.22999999999698
2.9899999999999802,0.06636367650038405,NOMINAL,run_033,4594.0,59.96,0.1,0.0,66.10000000000001,31.400000000000002,51.5,48.2,50.400000000000006,51.1,69.8,67.7,68.2,65.8,51.6,91.7,0.18,25.19,-0.12,0.992,0.184,0.41200000000000003,0.031,0.09,0.069,63.22999999999699
3.989999999999959,0.07914037580610894,NOMINAL,run_033,4799.0,59.9,-0.2,2e-05,64.8,32.62,50.6,50.2,52.300000000000004,51.0,71.3,71.10000000000001,71.7,69.4,51.400000000000006,91.4,0.16,25.29,0.02,1.0,0.176,0.352,0.015,0.096,0.05,62.22999999999701
4.989999999999938,0.09278285367357883,NOMINAL,run_033,4924.0,60.14,-0.4,2e-05,64.4,33.26,51.0,52.5,51.300000000000004,50.400000000000006,68.9,71.7,73.9,74.8,53.400000000000006,91.5,0.07,25.17,-0.08,1.0,0.159,0.323,0.014,0.1,0.013000000000000001,61.229999999997034
5.989999999999917,0.10694013106275083,NOMINAL,run_033,4998.0,59.63,0.2,4e-05,64.7,33.660000000000004,50.6,50.400000000000006,52.1,50.800000000000004,71.7,69.5,68.60000000000001,72.8,52.7,90.4,0.12,25.330000000000002,-0.07,1.0,0.163,0.34500000000000003,0.022,0.109,0.032,60.229999999997055
6.989999999999895,0.1213951905997363,NOMINAL,run_033,5020.0,60.300000000000004,0.5,3.0000000000000004e-05,64.3,33.81,51.6,52.6,51.7,51.1,72.2,74.2,70.4,74.4,54.6,91.60000000000001,0.19,25.22,-0.13,1.0,0.183,0.401,0.016,0.101,0.058,59.22999999999708
7.989999999999874,0.13601982244206526,NOMINAL,run_033,5049.0,59.79,0.0,4e-05,64.60000000000001,33.99,55.0,52.300000000000004,53.0,52.0,70.60000000000001,71.4,73.2,69.8,54.300000000000004,91.9,0.19,25.23,-0.24,1.0,0.163,0.339,0.026000000000000002,0.112,0.032,58.2299999999971
8.989999999999853,0.150740168298589,NOMINAL,run_033,5058.0,59.92,0.2,0.0,64.8,33.99,52.1,52.2,53.400000000000006,51.900000000000006,71.2,73.10000000000001,72.0,71.7,54.2,91.2,0.13,25.13,-0.08,0.997,0.17300000000000001,0.36,0.017,0.106,0.035,57.22999999999712
9.989999999999831,0.16551427221387024,NOMINAL,run_033,5064.0,60.1,0.8,8e-05,64.5,34.18,53.7,51.2,53.1,51.7,69.8,72.5,72.7,73.0,56.300000000000004,90.7,0.13,25.25,-0.13,1.0,0.197,0.465,0.024,0.108,0.076,56.22999999999714
10.98999999999981,0.18031848583872767,NOMINAL,run_033,5067.0,60.08,0.30000000000000004,0.0,63.6,34.04,51.6,53.0,53.0,53.300000000000004,69.4,70.0,73.9,72.7,56.1,90.4,0.22,25.22,-0.11,1.0,0.17500000000000002,0.368,0.015,0.095,0.037,55.22999999999716
11.989999999999789,0.195139537670467,NOMINAL,run_033,5069.0,60.08,0.1,0.0,64.0,34.09,53.300000000000004,53.1,52.900000000000006,52.7,70.4,70.8,73.0,72.4,55.900000000000006,89.60000000000001,0.11,25.16,-0.18,1.0,0.197,0.459,0.017,0.096,0.066,54.22999999999718
12.989999999999768,0.20996999774988237,NOMINAL,run_033,5070.0,60.31,0.6000000000000001,7.000000000000001e-05,63.7,34.1,52.800000000000004,53.7,52.300000000000004,54.1,73.3,71.5,70.60000000000001,73.60000000000001,56.800000000000004,89.30000000000001,0.17,25.23,-0.17,0.999,0.176,0.385,0.023,0.091,0.051000000000000004,53.229999999997204
13.989999999999746,0.22480571208817332,NOMINAL,run_033,5073.0,60.050000000000004,-0.5,8e-05,64.0,34.14,52.800000000000004,52.400000000000006,52.300000000000004,52.6,73.9,71.4,73.7,72.9,56.800000000000004,89.10000000000001,0.16,25.2,-0.18,0.992,0.17500000000000002,0.368,0.017,0.096,0.032,52.229999999997226
14.989999999999725,0.2396443599991345,NOMINAL,run_033,5077.0,59.68,0.1,0.0,63.7,34.12,56.0,52.5,54.300000000000004,53.400000000000006,71.0,75.8,72.7,74.3,57.7,88.4,0.23,25.01,-0.05,0.998,0.195,0.40800000000000003,0.03,0.10400000000000001,0.042,51.22999999999725
15.989999999999704,0.2544846455436696,NOMINAL,run_033,5082.0,60.22,0.2,5e-05,64.3,34.03,54.900000000000006,54.0,54.2,53.5,72.10000000000001,73.2,73.3,72.0,60.2,88.4,0.16,25.23,-0.19,0.993,0.201,0.419,0.029,0.105,0.078,50.22999999999727
16.989999999999856,0.2693258452015596,NOMINAL,run_033,5066.0,59.85,-0.2,3.0000000000000004e-05,64.60000000000001,34.12,53.6,53.400000000000006,54.6,54.1,73.7,72.8,74.3,70.5,60.300000000000004,88.30000000000001,0.21,25.25,-0.03,1.0,0.18,0.37,0.025,0.108,0.005,49.22999999999712
17.990000000000013,0.28416755508589775,NOMINAL,run_033,5076.0,59.9,-0.8,0.0,64.4,34.13,54.0,54.400000000000006,54.800000000000004,54.2,74.2,72.9,71.3,71.5,60.0,88.10000000000001,0.25,25.19,0.11,0.998,0.212,0.47200000000000003,0.021,0.115,0.08,48.22999999999696
18.99000000000017,0.29900954975351723,NOMINAL,run_033,5067.0,60.03,0.1,2e-05,64.2,34.1,53.800000000000004,53.6,55.5,53.800000000000004,74.4,73.60000000000001,71.60000000000001,74.8,60.400000000000006,87.80000000000001,0.15,25.16,-0.18,1.0,0.179,0.435,0.015,0.10200000000000001,0.022,47.22999999999681
19.990000000000325,0.3138517033708155,NOMINAL,run_033,5063.0,60.18,-0.6000000000000001,4e-05,64.2,34.0,53.900000000000006,54.7,55.300000000000004,54.7,73.0,70.8,72.5,73.2,61.7,87.7,0.16,25.19,-0.13,1.0,0.169,0.34800000000000003,0.027,0.109,0.014,46.22999999999665
20.99000000000048,0.3286939457039743,NOMINAL,run_033,5066.0,60.01,-0.7000000000000001,7.000000000000001e-05,64.2,34.1,56.300000000000004,54.7,54.400000000000006,56.400000000000006,71.8,74.0,73.10000000000001,70.3,62.0,87.2,0.16,25.23,-0.2,1.0,0.188,0.375,0.022,0.112,0.039,45.229999999996494
21.990000000000638,0.3435362375526033,NOMINAL,run_033,5076.0,59.82,-0.6000000000000001,0.0,64.4,34.1,56.1,55.800000000000004,54.400000000000006,54.0,71.60000000000001,74.0,75.9,70.9,63.0,86.4,0.09,25.2,-0.13,0.988,0.20400000000000001,0.446,0.026000000000000002,0.115,0.057,44.22999999999634
22.990000000000794,0.3583785570375032,NOMINAL,run_033,5077.0,59.96,-0.4,4e-05,64.5,34.09,56.0,53.300000000000004,54.0,55.300000000000004,73.9,74.8,72.60000000000001,72.60000000000001,63.1,86.80000000000001,0.2,25.21,-0.14,0.998,0.194,0.35000000000000003,0.025,0.11,0.037,43.22999999999618
23.99000000000095,0.37322089194712527,NOMINAL,run_033,5077.0,59.84,0.1,0.0,64.5,34.05,56.300000000000004,55.6,54.800000000000004,53.900000000000006,73.2,72.0,73.8,70.8,63.5,86.0,0.16,25.16,-0.02,0.999,0.193,0.429,0.02,0.113,0.024,42.229999999996025
24.990000000001107,0.3880632354657913,NOMINAL,run_033,5076.0,59.94,-0.2,0.00015000000000000001,63.800000000000004,34.04,55.0,55.2,55.900000000000006,54.900000000000006,70.60000000000001,72.2,74.3,69.7,64.3,86.2,0.16,25.16,0.05,0.998,0.199,0.438,0.023,0.10400000000000001,0.038,41.22999999999587
25.990000000001263,0.4029055837894453,NOMINAL,run_033,5062.0,59.82,0.7000000000000001,0.0,64.3,34.09,54.7,55.800000000000004,56.0,54.400000000000006,71.2,73.2,70.8,73.10000000000001,66.9,85.4,0.24,25.21,-0.07,0.995,0.198,0.354,0.027,0.121,0.02,40.22999999999571
26.99000000000142,0.41774793479491884,NOMINAL,run_033,5071.0,60.11,0.1,0.0,64.60000000000001,34.01,54.6,56.5,55.900000000000006,54.300000000000004,71.3,71.8,71.5,74.7,65.2,85.2,0.16,25.240000000000002,-0.02,1.0,0.227,0.482,0.027,0.117,0.08,39.229999999995556
27.990000000001576,0.4325902872972027,NOMINAL,run_033,5083.0,60.02,0.2,4e-05,64.7,34.160000000000004,56.900000000000006,55.2,55.400000000000006,56.800000000000004,72.0,69.9,72.8,71.10000000000001,66.5,84.60000000000001,0.15,25.080000000000002,-0.02,1.0,0.216,0.443,0.019,0.112,0.073,38.2299999999954
28.990000000001732,0.4474326406349044,NOMINAL,run_033,5075.0,59.89,0.0,0.0,64.3,34.12,55.5,56.5,55.6,55.400000000000006,71.3,71.7,72.4,72.3,66.5,84.30000000000001,0.18,25.080000000000002,-0.27,0.996,0.23,0.47600000000000003,0.023,0.11800000000000001,0.076,37.22999999999524
29.99000000000189,0.46227499443888054,NOMINAL,run_033,5070.0,59.78,-0.1,0.0,63.900000000000006,34.1,56.6,54.900000000000006,56.400000000000006,54.7,74.3,75.0,70.2,70.8,66.60000000000001,84.0,0.21,25.14,-0.19,0.985,0.201,0.43,0.036000000000000004,0.12,0.029,36.22999999999509
30.990000000002045,0.4771173485030991,NOMINAL,run_033,5067.0,59.96,0.1,0.0,64.5,34.11,55.400000000000006,54.6,56.1,55.7,70.60000000000001,73.3,69.3,72.10000000000001,66.3,84.60000000000001,0.25,25.26,-0.16,1.0,0.23,0.507,0.025,0.11900000000000001,0.092,35.22999999999493
