time_s,wear_index,profile,run_id,measured_rpm,measured_manifold_pressure_kpa,measured_intake_temperature_c,measured_fuel_flow_kg_s,measured_torque_nm,measured_power_kw,measured_cht_cylinder_1_c,measured_cht_cylinder_2_c,measured_cht_cylinder_3_c,measured_cht_cylinder_4_c,measured_egt_cylinder_1_c,measured_egt_cylinder_2_c,measured_egt_cylinder_3_c,measured_egt_cylinder_4_c,measured_oil_temperature_c,measured_oil_pressure_psi,measured_oil_flow_l_min,measured_battery_voltage_v,measured_battery_current_a,measured_battery_soc,measured_vibration_rms,measured_vibration_peak,measured_vibration_0_5x,measured_vibration_1x,measured_vibration_2x,rul_seconds
0.9900000000000007,0.010509677089992113,HARSH,run_061,4133.0,87.48,0.6000000000000001,0.0,94.80000000000001,40.94,50.900000000000006,52.0,51.7,49.900000000000006,76.5,72.0,76.10000000000001,71.60000000000001,51.300000000000004,90.80000000000001,0.27,25.150000000000002,-0.5,1.0,0.16,0.329,0.022,0.094,0.029,49.679999999998486
1.9900000000000015,0.024153200018152604,HARSH,run_061,4813.0,87.11,0.30000000000000004,0.0,93.0,47.27,52.7,52.5,52.0,53.1,89.0,87.2,88.60000000000001,89.9,51.400000000000006,92.5,0.11,25.22,-0.33,1.0,0.158,0.337,0.024,0.10400000000000001,0.021,48.679999999998486
2.9899999999999802,0.04101166030966559,HARSH,run_061,5166.0,87.32000000000001,0.30000000000000004,0.0,92.5,50.01,54.300000000000004,53.900000000000006,55.5,54.400000000000006,96.30000000000001,95.2,95.2,95.10000000000001,53.5,93.80000000000001,0.16,25.12,-0.3,1.0,0.185,0.41200000000000003,0.015,0.10200000000000001,0.058,47.67999999999851
3.989999999999959,0.059609782737516576,HARSH,run_061,5350.0,87.09,0.6000000000000001,5e-05,91.9,51.18,56.1,55.900000000000006,55.7,56.300000000000004,97.60000000000001,100.10000000000001,96.2,96.60000000000001,53.6,94.10000000000001,0.24,25.19,-0.45,1.0,0.156,0.333,0.025,0.109,0.045,46.67999999999853
4.989999999999938,0.07905844808731291,HARSH,run_061,5428.0,87.36,0.5,2e-05,90.80000000000001,51.71,59.400000000000006,59.300000000000004,57.0,58.400000000000006,97.80000000000001,97.5,99.5,98.10000000000001,54.7,93.30000000000001,0.16,25.25,-0.4,1.0,0.187,0.402,0.019,0.089,0.057,45.67999999999855
5.989999999999917,0.09890359451358252,HARSH,run_061,5455.0,87.24,0.5,0.0,91.0,51.95,58.300000000000004,58.2,59.1,58.400000000000006,99.30000000000001,97.0,97.10000000000001,98.5,56.0,93.0,0.2,25.240000000000002,-0.41000000000000003,1.0,0.168,0.339,0.014,0.098,0.036000000000000004,44.67999999999857
6.989999999999895,0.11892957939585357,HARSH,run_061,5481.0,87.46000000000001,0.0,8e-05,91.5,52.01,59.7,59.900000000000006,60.800000000000004,58.400000000000006,101.7,97.60000000000001,100.0,98.9,57.2,92.5,0.16,25.2,-0.31,0.997,0.181,0.42,0.029,0.095,0.047,43.67999999999859
7.989999999999874,0.1390372388746523,HARSH,run_061,5493.0,87.27,0.9,0.0,91.30000000000001,52.06,60.800000000000004,61.6,60.2,61.0,98.5,98.9,100.60000000000001,98.60000000000001,57.300000000000004,93.2,0.22,25.2,-0.32,1.0,0.171,0.356,0.023,0.099,0.019,42.679999999998614
8.989999999999853,0.15918162340165679,HARSH,run_061,5485.0,87.38,-0.8,0.0,90.10000000000001,52.06,62.7,63.800000000000004,62.7,62.2,100.10000000000001,97.4,101.4,98.5,60.0,91.7,0.14,25.14,-0.42,1.0,0.195,0.446,0.02,0.10400000000000001,0.08,41.679999999998635
9.989999999999831,0.17934248863455518,HARSH,run_061,5494.0,87.45,0.2,2e-05,90.7,52.120000000000005,64.9,63.1,64.2,64.60000000000001,94.80000000000001,99.60000000000001,100.4,98.9,59.6,91.5,0.28,25.09,-0.32,1.0,0.19,0.402,0.026000000000000002,0.101,0.07100000000000001,40.67999999999866
10.98999999999981,0.1995107431588843,HARSH,run_061,5485.0,87.42,-0.2,0.0,90.10000000000001,52.11,66.2,65.3,64.4,64.3,99.30000000000001,96.5,97.80000000000001,97.4,61.0,91.4,0.16,25.21,-0.49,1.0,0.189,0.399,0.019,0.098,0.07200000000000001,39.67999999999868
11.989999999999789,0.21968230942589156,HARSH,run_061,5480.0,87.19,0.9,5e-05,91.10000000000001,52.03,66.9,66.7,65.60000000000001,66.0,100.9,97.10000000000001,99.4,100.2,62.2,90.30000000000001,0.2,25.19,-0.46,1.0,0.17500000000000002,0.335,0.021,0.10300000000000001,0.016,38.6799999999987
12.989999999999768,0.2398553596890182,HARSH,run_061,5485.0,87.27,0.1,2e-05,90.4,52.15,65.2,67.7,66.9,68.4,96.7,99.2,98.0,97.0,63.800000000000004,90.2,0.16,25.240000000000002,-0.63,0.995,0.182,0.339,0.026000000000000002,0.108,0.022,37.67999999999872
13.989999999999746,0.26002907487945676,HARSH,run_061,5492.0,87.33,0.0,9e-05,90.5,52.160000000000004,67.9,68.10000000000001,68.0,67.2,98.0,101.5,96.9,97.2,64.3,90.7,0.25,25.13,-0.45,1.0,0.197,0.388,0.017,0.096,0.052000000000000005,36.67999999999874
14.989999999999725,0.2802030879901274,HARSH,run_061,5486.0,87.17,0.0,6.000000000000001e-05,90.80000000000001,52.17,69.3,69.7,68.8,69.10000000000001,99.7,99.2,99.60000000000001,99.10000000000001,65.9,90.60000000000001,0.19,25.21,-0.33,1.0,0.184,0.384,0.022,0.098,0.036000000000000004,35.67999999999876
15.989999999999704,0.3003772345816111,HARSH,run_061,5485.0,87.57000000000001,-0.30000000000000004,0.0,90.60000000000001,52.160000000000004,70.4,70.3,69.60000000000001,69.9,100.4,98.60000000000001,98.10000000000001,99.10000000000001,67.10000000000001,89.5,0.27,25.2,-0.44,1.0,0.186,0.419,0.023,0.10200000000000001,0.041,34.679999999998785
16.989999999999856,0.32055144097769117,HARSH,run_061,5484.0,87.35000000000001,0.4,0.0,90.7,52.15,70.5,71.4,70.3,69.9,98.30000000000001,99.80000000000001,99.0,95.9,68.9,89.30000000000001,0.31,25.3,-0.54,1.0,0.194,0.41100000000000003,0.031,0.106,0.061,33.67999999999863
17.990000000000013,0.34072567416846966,HARSH,run_061,5487.0,87.17,-0.6000000000000001,0.0,90.4,52.13,71.2,70.9,70.2,71.60000000000001,98.80000000000001,99.10000000000001,98.7,98.7,68.7,88.5,0.27,25.14,-0.38,1.0,0.186,0.396,0.016,0.10200000000000001,0.028,32.67999999999847
18.99000000000017,0.36089991936425964,HARSH,run_061,5489.0,87.37,0.0,3.0000000000000004e-05,90.7,52.19,71.8,72.10000000000001,72.3,71.4,98.7,99.10000000000001,94.5,101.4,70.9,87.9,0.22,25.2,-0.47000000000000003,1.0,0.202,0.40700000000000003,0.019,0.113,0.044,31.67999999999832
